,radx_project,project_title,awardee,project_number,pNum_link,foa,foa_link,summary
49,RADx-UP,Project Safe Schools: Re-opening schools SAFELY for Native American youth ,Johns Hopkins University,1OT2HD107543-01,https://reporter.nih.gov/search/o3kD_0NvwUOIUWRqeDtbCg/project-details/10370663,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"The study will utilize a community-based participatory research process to understand implementation barriers to in-person school instruction and various testing strategies (e.g., students vs. teachers; screening vs. surveillance; at-home vs at-school) in schools that serve Native American students ages 3-16 years."
50,RADx-UP,ReSET: Restarting Safe Education and Testing for Children with Medical Complexity,University of Wisconsin-Madison​,1OT2HD107558-01,https://reporter.nih.gov/search/jM6AzpSJ1EWgV83HNnTXRg/project-details/10371691,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"The study will increase safe return to school for children with medical complexity and school personnel by establishing the feasibility of home and school-based testing strategies, identifying predictors of parents opting for in-person school, and establishing a consensus set of stakeholder priorities."
51,RADx-UP,COV-IDD: Testing for COVID-19 in high risk children with intellectual and developmental disabilities,University of Rochester,1OT2HD107553-01,https://reporter.nih.gov/search/l2LezXrkBkW1bDZrb7ARBA/project-details/10371509,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"The study will utilize systems simulation modeling to develop an efficient virological and serological testing regimen, and to optimize tracing and isolation processes via in-school and mobile testing van, as well as address psychological barriers to inform maximal safe school participation for moderate-to-sever children with intellectual and developmental disabilities and school staff."
52,RADx-UP,WUIDDRC and KKI Safe Return to School,Washington University,1OT2HD107556-01,https://reporter.nih.gov/search/U-OJO0rdbEutV7P7K_QsDg/project-details/10371603,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"Expanding upon an ongoing RADx-UP project of testing at the Special School District of St. Louis, the study will evaluate the impact of implementation strategies on the uptake of weekly surveillance testing in students with IDD and staff within the Kennedy Krieger Institute in Baltimore, and understand communication strategies to promote return to in-person instruction though parent survey and fuzzy cognitive mapping methodology."
53,RADx-UP,"Support for Safe Return to in-Person School: COVID-19 Testing, Learning, and Consultation","ICF Macro, Inc.",1OT2HD107555-01,https://reporter.nih.gov/search/jrEuZKbaoEKTGii41eV7ZA/project-details/10371590,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"The study will develop and implement testing approaches in highly disadvantaged school setting. The study will augment the testing with tailored medical consultation and communication strategies and examine their benefit to in-person learning above and beyond testing. Finally, the study will disseminate learnings and tools to prepare other communities to develop tailored strategies that promote in-person learning."
54,RADx-UP,Using COVID-19 testing and risk communication strategies to accelerate students return to school,University of Washington,1OT2HD107544-01,https://reporter.nih.gov/search/tBVgS7lEE0S4jP7HogKtvw/project-details/10371662,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"The study will test the effectiveness of a testing program on increasing Latino students' participation in onsite learning using community-based participatory research approach, as well as identify social, ethical and behavioral needs and resources to returning/maintaining onsite learning."
55,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,Washington University,1OT2HD107557-01,https://reporter.nih.gov/search/UiOs6kBa8Emjwgx6b5iOxA/project-details/10371662,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"Within a predominantly Black/African American school community, the project will evaluate whether frequent screening testing will provide additional benefit, beyond current school-based mitigation strategies (including symptomatic testing), to prevent SARS-CoV-2 transmission and inform safe return to school.  Further understanding of facilitators and barriers to testing will be evaluated regarding in-person school and vaccine hesitancy."
56,RADx-UP,SARS-CoV-2 Screening and Diagnostic testing for return to K-12 schools,Duke University​,1OT2HD107559-01,https://reporter.nih.gov/search/DzYArQOhwkGCXE8ibnZ96w/project-details/10371692,NOT-OD-21-065,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-065.html,"By leveraging the infrastructure and community partnerships formed through the ABC Science Collaborative, this project will assess the effectiveness of rapid surveillance testing in reducing within-school transmission and restoring trust among Black and Latino families to return to in-person school, as well as assess the uptake of school-based testing and time to safe school return after SARS-CoV-2 exposure."
57,RADx-UP,RADx-UP CDCC SAY YES COVID Test Study,Duke University,3U24MD016258-01S1,https://reporter.nih.gov/search/L-jq4lBkVk6kkkiYF7x6rg/project-details/10366485,PA-20-272,https://grants.nih.gov/grants/guide/pa-files/PA-20-272.html,"The study will evaluate a public health intervention combining frequent at-home testing with broad community engagement strategies, to reduce SARS-CoV-2 virus community transmission and conduct a study in a cohort of the population to understand the human behavior factors affecting viral testing."
58,RADx-UP,Predicting Diabetic Retinopathy from Risk Factor Data and Digital Retinal Images,Charles R. Drew University of Medicine and Science,3R01LM012309-04S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258973&icde=52791233,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,"This study will use a multidisciplinary, mixed-methods approach including unsupervised machine learning (ML) and qualitative interviews to systematically explore barriers and facilitators to COVID-19 testing among vulnerable populations."
59,RADx-UP,Reaching Communities through the Design of Information Visualizations (ReDIVis) Toolbox for Return of COVID-19 Results,Columbia University Health Sciences,3P30NR016587-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10257990&icde=52791250,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,"This study will address health disparities by creating culturally congruent infographics to support comprehension of testing results, increase understanding, and approach next steps for patients in East Harlem, NY."
60,RADx-UP,Increasing Representation of Black Communities in SARS-Cov-2 Serosurveys by Understanding Barriers and Motivations for Participation,Georgia State University,3R01DA051302-01S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258229&icde=52868267,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,"This study will identify barriers and motivations to COVID-19 testing and vaccination among black populations, particularly as it relates to participation in existing serosurveys."
61,RADx-UP,Howard University Research Center for Minority Health and Health Disparities,Howard University,3U54MD007597-32S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258671&icde=52791291,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study will develop strategies and best practices for COVID-19 interventions for Blacks/African Americans in the Washington D.C. metropolitan area.
62,RADx-UP,"Exploring Barriers and Facilitators to Women Who Use Drugs (WWUD) Awareness, Acceptance and Uptake of COVID-19 Testing, the CARE study",Johns Hopkins University,3R01DA041243-05S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10259440&icde=52868282,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,"This study will examine the behaviors, social, and structural factors correlated with testing and repeat testing among a cohort of women with substance abuse disorders in the Baltimore area."
63,RADx-UP,Continuous Traumatic Violence and the HIV Continuum of Care Outcomes Among BMSM,Medical College of Wisconsin,3R21MH122010-01S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10253208&icde=52791324,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,"This study will characterize the convergence of three public health crises: the convergence of COVID-19, systemic racism, and community and police violence to understand how these may affect COVID-19 testing decisions among African Americans in the Chicago area."
64,RADx-UP,Bridging the Evidence-to-Practice Gap: Evaluating Practice Facilitation as a Strategy to Accelerate Translation of a Systems-Level Adherence Intervention into Safety Net Practices,New York University School of Medicine,3R01MD013769-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10253671&icde=52654650&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study will gain a comprehensive understanding of the multilevel factors that drive uptake of testing (and future vaccination) for COVID-19 and participation in follow-up care offered by safety-net health systems in Black and Latino/a patients.
65,RADx-UP,Getting Asian Americans INFORMED to Facilitate COVID-19 Testing and Vaccination,"University of California, San Francisco",3R01DA036749-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10259559&icde=53205172,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,"This study will evaluate a novel approach “Individual and Family-Oriented Responsive Messaging and Education” (INFORMED) that combines lay health worker education outreach with automated text messaging to facilitate COVID-19 testing uptake in Chinese, Hmong and Vietnamese Americans in urban and rural communities."
66,RADx-UP,"Social, Ethical, and Behavioral Implications (SEBI) Research on COVID-19 Testing and Vaccine Uptake among Rural Latino Migrants in Southwest Florida",University of South Florida,3R34AT010661-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10302385&icde=53324231,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study will utilize the Hispanic Services Council (HSC) and promotoras de salud to develop population specific marketing strategies and community education regarding COVID-19 testing and vaccination to increase COVID-19 testing across a diverse set of communities.
67,RADx-UP,Expanding Population-Level Interventions to Help More Low-Income Smokers Quit,Washington University,3R01CA235773-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10255082&icde=52791371,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,"This study will identify essential constructs for communication of testing to vulnerable populations through the 211-call center, integrating new knowledge into proven messaging tactics, and evaluating these new strategies and interventions."
68,RADx-UP,Assessing Vaccine Hesitancy and a Pharmacist Led Intervention Model to Increase COVID-19 Vaccine Uptake Among African Americans,Xavier University of Louisiana,3U54MD007595-12S4,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258712&icde=52791387,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study will assess vaccine hesitancy and conduct a pharmacist-led intervention to increase COVID-19 vaccine uptake among African Americans.
69,RADx-UP,Leveraging Social Networks to Increase COVID-19 Testing Uptake: A Comparison of Credible Messenger and Chain Referral Recruitment Approaches,New York State Psychiatric Institute,3UG1DA050071-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258730&icde=52868326,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will focus on individuals that use opioids and other substances to improve testing within this New York City community.
70,RADx-UP,HIV/AIDS Clinical Trials Unit (CTU) COVID-19 RadX-UP Supplement,University of North Carolina at Chapel Hill,3UM1AI069423-15S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10304513&icde=52868339,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will focus on rapidly improving testing in underserved Black and Hispanic/Latino communities in rural central North Carolina.
71,RADx-UP,Obesity Health Disparities Research Center (OHDRC) - COVID-19 Testing Model among Vulnerable Populations: From Community Engagement to Follow-Up,University of Alabama at Birmingham,3U54MD000502-18S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10257874&icde=52663707&ddparam=&ddvalue=&ddsub=&cr=2&csb=default&cs=ASC&pball=,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,"This study will implement a mobile, community-based testing model and evaluate its impact to improve testing and increase overall acceptance uptake."
72,RADx-UP,COVID-19 testing in Underserved and Vulnerable Populations Receiving Care in San Diego Community Health Centers,"University of California, San Diego",3UH3CA233314-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258699&icde=52791414,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,"This study will develop, test, and evaluate a rapid and scalable capacity project to increase COVID-19 testing in San Diego, CA. The study will focus on at-risk, socioeconomically disadvantaged individuals, particularly vulnerable populations with comorbidities who are age 65 or older."
73,RADx-UP,Determinants and Outcomes of Nicotine Metabolite Ratio in HIV + Smokers,University of Pennsylvania,3R01HL151292-01S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10254935&icde=52791434,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,"This study will examine an intervention that draws parallels between COVID-19 and HIV/AIDS among Black and Hispanic/Latino populations in Philadelphia, PA.  The approach will include secondary COVID-19 self-test distribution to individuals and their social networks."
74,RADx-UP,COVID-19 Testing and Linkage to Care with African American Church and Health Agency Partners,"University of Missouri, Kansas City",3R01DK124664-01S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10259191&icde=52791457,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,"This study will examine a church-based intervention to increase rates of COVID-19 testing in a primarily African American community in Kansas City, MO."
75,RADx-UP,Optimization of a new adaptive intervention to increase COVID-19 testing among people at high risk in an urban community,University of Illinois at Urbana-Champaign,3R01MD010629-04S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258796&icde=52663857&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will define the process by which medical or socially vulnerable people seek out COVID-19 tests and results.
76,RADx-UP,"Safety, Testing/Transmission, and Outcomes in Pregnancy with COVID-19 (STOP-COVID-19 study)",Washington University,3R01HD091218-04S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10259118&icde=52791472,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,"In this study, researchers will perform antibody testing to determine how asymptomatic COVID-19 infection in pregnancy increases risk of adverse pregnancy outcomes."
77,RADx-UP,Epidemiologic Intelligence Network (EpI-Net) to Promote COVID-19 Testing and Prevention Practices Among Socially Vulnerable Communities in Puerto Rico,Ponce School of Medicine,3R21MD013674-02S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258972&icde=52663924&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will evaluate the impact of an epidemic intelligence (EpI-Net) community-based intervention aimed at increasing COVID-19 testing uptake and prevention practices among socially vulnerable populations in Puerto Rico.
78,RADx-UP,Prevention of Substance Use in At-risk Students: A Family-centered Web Program,University of Oregon,3R01DA037628-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258908&icde=52868354,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,"This study will use community-based participatory approaches to develop, implement, and evaluate a COVID-19 testing program offered through syringe services programs, a natural point of care for persons who inject drugs."
79,RADx-UP,Connecting our Neighborhoods Need for Enhanced and Coordinated Testing to Achieve Equity: CoNNECT to Achieve Equality,University of Arkansas for Medical Sciences,3R01MD013852-02S3,https://projectreporter.nih.gov/project_info_description.cfm?aid=10254864&icde=52664252&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will focus on increasing COVID-19 testing among Latino/a and Native Hawaiian/Pacific Islander communities in two counties in Northwest Arkansas.
80,RADx-UP,Center for American Indian and Rural Health Equity,"Montana State University, Bozeman",3P20GM104417-07S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10255113&icde=52791505,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will use pragmatic randomized testing to evaluate home based testing through comparing community health workers with mail in at-home testing and their related feasibilities.
81,RADx-UP,Alive Church Network: Increasing COVID-19 Testing in Chicago’s African American Testing Deserts,Rush University Medical Center,3R01NR018463-01A1S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258224&icde=53324246,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will leverage an existing coalition of African American pastors and academics in Chicago to conduct an evaluation for COVID-19 testing in areas with limited testing.
82,RADx-UP,"Investigating the Effectiveness of COVID-19 Testing Choices, Community Engagement, and Culturally-Embedded mHealth Literacy Delivery in a Medically-Underserved, Community-Based Sample",University of Illinois at Chicago,3R01ES028615-06S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258548&icde=52792222,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will provide central community-based surveillance approaches via smartphone apps for African Americans and Hispanic communities in the broader Chicago area.
83,RADx-UP,Louisiana Clinical and Translational Science Center,Louisiana State University Pennington Biomedical Research Center,3U54GM104940-05S3,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258534&icde=52792240,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will determine testing rates for multiple testing sites and community-driven approaches for increasing uptake in underserved Black urban communities in Louisiana.
84,RADx-UP,Keeping Rural Minority Essential Workplaces Open Safely During The COVID-19 Pandemic: The Role of Frequent Point-of-Care Molecular Workplace Surveillance for Miners,University of New Mexico Health Sciences Center,3U01GM132175-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10253980&icde=52792261,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will focus on workplace surveillance and monitoring to increase the acceptance rate of testing and prevent COVID-19 infections among miners in the Southwest.
85,RADx-UP,Implementing Community-based Approaches to Increase SARS-CoV-2 Testing among an Underserved and Vulnerable Hispanic Population,University of Texas at El Paso,3U54MD007592-27S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10259289&icde=52664448&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,"This study will integrate academic, non-profit, business, and public partners in El Paso, TX, to reduce SARS-CoV-2 testing deficiencies through providing testing information, navigation strategies, and implementing local pop-up testing sites. Researchers will implement strategies that target the cultural, social, and behavioral factors characteristic of this population."
86,RADx-UP,Puipuia le Ola: Increasing Reach and Uptake of COVID-19 Testing Among Pacific Islanders in Hawaii and Guam,University of Hawaii at Manoa,3P30GM114737-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10259631&icde=52792279,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will develop and evaluate culturally tailored community interventions for outreach COVID-19 testing among Pacific Islanders in Hawaii and Guam.
87,RADx-UP,Building Resilience and Vital Equity (BRAVE) - Increasing COVID-19 Testing in American Indians,North Carolina Central University,3R01MD012767-04S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10258335&icde=52664499&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This study will evaluate the impact of work to increase testing uptake for American Indians in North Carolina.
88,RADx-UP,Prevention Research Center: Parenting Among Women Who Are Opioid Users,University of Oregon,3P50DA048756-02S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233296&icde=51982144,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This project addresses a community-tailored outreach program for the Latina population within six counties in Oregon. It will examine the rural-urban distinction, with a sensitivity to geographical approach that will be imperative for later scaling efforts."
89,RADx-UP,Clinical and Translational Science Award,Medical College of Wisconsin,3UL1TR001436-06S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232782&icde=51933035,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This project will perform community-engaged research using randomized COVID-19 tests among vulnerable populations in Milwaukee County, Wisconsin. The study will focus on understanding COVID infection and progression rates and how they vary with patient characteristics."
90,RADx-UP,Protecting Native Families from COVID-19: RADx Initiative,Johns Hopkins University,3U19MH113136-04S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10231442&icde=51923796,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will address high rates of morbidity and mortality due to COVID19 among American Indian (AI) and Navajo Nation (NN) communities in the US. The goal of this study is to increase and speed up the testing among those with symptoms and improve adherence to recommended strategies.
91,RADx-UP,Improved Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,Brown University,3U54AG063546-02S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233168&icde=51982179,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This project will leverage an existing National Institute of Aging Imbedded Pragmatic Alzheimer’s Disease/Alzheimer’s Disease Related Dementias Clinical Trials (IMPACT) Collaboratory to establish IMPACT-COVID-19, a collaborative that aims to develop and evaluate SARS-CoV-2 testing strategies in highly-vulnerable, skilled nursing facilities’ (SNF) residents and workers."
92,RADx-UP,Community Network Driven COVID-19 Testing of Vulnerable Populations in the Central US,University of Chicago,3UG1DA050066-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233551&icde=51982199,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This project will evaluate the impact of an evidence-based Social Network Testing Strategy (SNS) combined with community developed COVID-19 public health messages (SNS+).
93,RADx-UP,COVID-19 Testing and Prevention in Correctional Settings,Yale University,3UG1DA050072-02S3,https://projectreporter.nih.gov/project_info_description.cfm?aid=10231558&icde=51982218,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will work with diverse correctional facilities across MN, RI, WA, and FL to characterize the incidence of COVID-19 disease progression and related outcomes. The goal is to identify barriers and facilitators to develop strategies to improve testing in these underserved populations."
94,RADx-UP,The OSU Center for Clinical and Translational Science: Advancing Today's Discoveries to Improve Health,Ohio State University,3UL1TR002733-03S3,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233239&icde=51933059,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will address and reduce the disparities in COVID-19 education, testing, contact testing, follow-up and treatment among minority, underserved, vulnerable populations in 12 selected counties in Ohio."
95,RADx-UP,Community-Engaged Research on COVID-19 Testing in the US Territories,Yale University,3U54MD010711-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232843&icde=51931851,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will enhance COVID-19 testing and implementation using community-engaged research in the Caribbean Islands, Puerto Rico (PR) and the U.S. Virgin Islands (USVI), both with high proportions of high-risk populations, including Black and Latino/Latina populations."
96,RADx-UP,RADx-UP NARCH Supplement: A Cherokee Nation Community-Driven Program for Testing and Contact Tracing (Cherokee PROTECT),Cherokee Nation,3S06GM127983-03S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233632&icde=51933067,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will enhance understanding of COVID-19 within the significantly and disproportionally impacted residents of Cherokee Nation. The researchers will perform rapid point-of-care testing, antibody testing, and contact tracing, and will develop educational materials for the community. Rapid data analysis will be used to nimbly move testing sites to areas of need."
97,RADx-UP,Community Driven Approach to Mitigate COVID 19 Disparities in Hawaii's Vulnerable Populations,University of Hawaii at Manoa,3U54MD007601-34S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233714&icde=51933079,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will close testing gaps and eliminate COVID-19 disparities among Native Hawaiian and other Pacific Islanders (NHPI) and Filipinos living in rural and underserved communities in Hawaii by integrating innovative SARS-CoV-2 testing capacity with novel community-specific messaging and education.
98,RADx-UP,Leveraging Bio-Cultural Mechanisms to Maximize the Impact of Multi-Level Preventable Disease Interventions with Southwest Populations,Arizona State University-Tempe Campus,3U54MD002316-14S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233689&icde=51935541,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will perform targeted SARS-CoV-2 testing within defined testing deserts in Arizona and will compare a subset of affected individuals who undergo the proposed testing and educational protocol with those who receive the same testing through standard systems available in the state.
99,RADx-UP,Monitoring COVID-19 and Building Capacity with Northern Plains Tribes and the Future of Pandemics,Stanford University,3U54MD010724-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232033&icde=51932354,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will upgrade and sustain local capacity at the Native BioData Consortium (NBDC) with training and development of Personal Protective Equipment (PPE) and Lab Protocols to improve COVID-19 testing and outcomes for Tribal populations by creating an improved diagnostics lab/local data resource and by testing the use of wearables on early diseases detection.
100,RADx-UP,"ORALE COVID-19: Organizaciones para Reducir, Avanzar y Lograr Equidad contra el COVID-19 (Organizations to Reduce, and to Advance, and Lead for Equity against COVID-19)","University of California, Davis",3P30ES023513-06S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233769&icde=51932363,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will understand and overcome the barriers to testing for SARS-CoV2 in Latino/Latina populations in California's central valley through interventions to increase testing.
101,RADx-UP,Community-Academic Partnership to Address COVID-19 Among Utah Community Health Centers,University of Utah,3UL1TR002538-03S4,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233497&icde=51932372,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will employ 39 community health centers across the state to help underrepresented individuals using three pathological, multilevel interventions to increase screening and testing uptake. This technology-based strategy will employ the use of EHR record analysis and text screening to identify high-risk individuals and connect them to patient navigators."
102,RADx-UP,Community-Engaged Research on COVID-19 Testing Among Underserved and/or Vulnerable Populations,Florida International University,3U01DA040381-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10231583&icde=51932390,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will improve testing uptake in Miami Dade county through a community-based approach that includes a community advisory board and community surveys to determine the best approach to testing and receptiveness of different sample collection approaches.
103,RADx-UP,The Johns Hopkins Center for AIDS Research (JHU CFAR) RADx-UP,Johns Hopkins University,3P30AI094189-09S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10231583&icde=51932390,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will perform a cluster-randomized trial comparing the effectiveness of three testing strategies to address COVID-19 testing disparities among African American, Latino/Latina, and socioeconomically disadvantaged populations in Baltimore."
104,RADx-UP,Implementation Science Center in Cancer Control Equity: A Competitive Revision to Accelerate COVID Testing in Vulnerable Communities,Harvard School of Public Health,3P50CA244433-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10228389&icde=51932415,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will accelerate COVID-19 testing in nine Massachusetts communities and six community health centers through a community-engaged approach. The study will create and implement an infrastructure to improve testing and evaluate its impact and further integrate with community partners, outreach training to residents, and provide clinical training to community health clinic personnel."
105,RADx-UP,Communities Fighting COVID!,San Diego State University,3U54CA132384-10S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233715&icde=51923901,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will use community health workers for outreach to underserved populations (Latino/Latina, African American, Filipino, and immigrant communities) in the San Diego area to facilitate COVID-19 testing."
106,RADx-UP,A Nurse-Community Health Worker-Family Partnership Model to Increase COVID-19 Testing in Urban Underserved and Vulnerable Communities,New York University,3P30-DA-011041-23S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233073&icde=52357453,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"The study will leverage the investigators’ longstanding community partners in Mott Haven in South Bronx, NY, and existing infrastructure to increase COVID-19 screening and access to results."
